0,Diana, Ivern,Inferno, 1,Assassin, 1,Woodland, 1,Druid, 1
0,Diana, KogMaw,Inferno, 1,Assassin, 1,Poison, 1,Predator, 1
0,Diana, Maokai,Inferno, 1,Assassin, 1,Woodland, 1,Druid, 1
0,Diana, Nasus,Inferno, 1,Assassin, 1,Light, 1,Warden, 1
0,Diana, Ornn,Inferno, 1,Assassin, 1,Electric, 1,Warden, 1
0,Diana, Renekton,Inferno, 1,Assassin, 1,Desert, 1,Berserker, 1
0,Diana, Taliyah,Inferno, 1,Assassin, 1,Mountain, 1,Mage, 1
0,Diana, Vayne,Inferno, 1,Assassin, 1,Light, 1,Ranger, 1
0,Diana, Vladamir,Inferno, 1,Assassin, 1,Ocean, 1,Mage, 1
0,Diana, Warwick,Inferno, 1,Assassin, 1,Glacial, 1,Predator, 1
0,Diana, Zyra,Inferno, 2,Assassin, 1,Summoner, 1
0,Ivern, KogMaw,Woodland, 1,Druid, 1,Poison, 1,Predator, 1
1,Ivern, Maokai,Woodland, 2,Druid, 2
0,Ivern, Nasus,Woodland, 1,Druid, 1,Light, 1,Warden, 1
0,Ivern, Ornn,Woodland, 1,Druid, 1,Electric, 1,Warden, 1
0,Ivern, Renekton,Woodland, 1,Druid, 1,Desert, 1,Berserker, 1
0,Ivern, Taliyah,Woodland, 1,Druid, 1,Mountain, 1,Mage, 1
0,Ivern, Vayne,Woodland, 1,Druid, 1,Light, 1,Ranger, 1
0,Ivern, Vladamir,Woodland, 1,Druid, 1,Ocean, 1,Mage, 1
0,Ivern, Warwick,Woodland, 1,Druid, 1,Glacial, 1,Predator, 1
0,Ivern, Zyra,Woodland, 1,Druid, 1,Inferno, 1,Summoner, 1
0,KogMaw, Maokai,Poison, 1,Predator, 1,Woodland, 1,Druid, 1
0,KogMaw, Nasus,Poison, 1,Predator, 1,Light, 1,Warden, 1
0,KogMaw, Ornn,Poison, 1,Predator, 1,Electric, 1,Warden, 1
0,KogMaw, Renekton,Poison, 1,Predator, 1,Desert, 1,Berserker, 1
0,KogMaw, Taliyah,Poison, 1,Predator, 1,Mountain, 1,Mage, 1
0,KogMaw, Vayne,Poison, 1,Predator, 1,Light, 1,Ranger, 1
0,KogMaw, Vladamir,Poison, 1,Predator, 1,Ocean, 1,Mage, 1
0,KogMaw, Warwick,Poison, 1,Predator, 2,Glacial, 1
0,KogMaw, Zyra,Poison, 1,Predator, 1,Inferno, 1,Summoner, 1
0,Maokai, Nasus,Woodland, 1,Druid, 1,Light, 1,Warden, 1
0,Maokai, Ornn,Woodland, 1,Druid, 1,Electric, 1,Warden, 1
0,Maokai, Renekton,Woodland, 1,Druid, 1,Desert, 1,Berserker, 1
0,Maokai, Taliyah,Woodland, 1,Druid, 1,Mountain, 1,Mage, 1
0,Maokai, Vayne,Woodland, 1,Druid, 1,Light, 1,Ranger, 1
0,Maokai, Vladamir,Woodland, 1,Druid, 1,Ocean, 1,Mage, 1
0,Maokai, Warwick,Woodland, 1,Druid, 1,Glacial, 1,Predator, 1
0,Maokai, Zyra,Woodland, 1,Druid, 1,Inferno, 1,Summoner, 1
1,Nasus, Ornn,Light, 1,Warden, 2,Electric, 1
0,Nasus, Renekton,Light, 1,Warden, 1,Desert, 1,Berserker, 1
0,Nasus, Taliyah,Light, 1,Warden, 1,Mountain, 1,Mage, 1
0,Nasus, Vayne,Light, 2,Warden, 1,Ranger, 1
0,Nasus, Vladamir,Light, 1,Warden, 1,Ocean, 1,Mage, 1
0,Nasus, Warwick,Light, 1,Warden, 1,Glacial, 1,Predator, 1
0,Nasus, Zyra,Light, 1,Warden, 1,Inferno, 1,Summoner, 1
0,Ornn, Renekton,Electric, 1,Warden, 1,Desert, 1,Berserker, 1
0,Ornn, Taliyah,Electric, 1,Warden, 1,Mountain, 1,Mage, 1
0,Ornn, Vayne,Electric, 1,Warden, 1,Light, 1,Ranger, 1
0,Ornn, Vladamir,Electric, 1,Warden, 1,Ocean, 1,Mage, 1
0,Ornn, Warwick,Electric, 1,Warden, 1,Glacial, 1,Predator, 1
0,Ornn, Zyra,Electric, 1,Warden, 1,Inferno, 1,Summoner, 1
0,Renekton, Taliyah,Desert, 1,Berserker, 1,Mountain, 1,Mage, 1
0,Renekton, Vayne,Desert, 1,Berserker, 1,Light, 1,Ranger, 1
0,Renekton, Vladamir,Desert, 1,Berserker, 1,Ocean, 1,Mage, 1
0,Renekton, Warwick,Desert, 1,Berserker, 1,Glacial, 1,Predator, 1
0,Renekton, Zyra,Desert, 1,Berserker, 1,Inferno, 1,Summoner, 1
0,Taliyah, Vayne,Mountain, 1,Mage, 1,Light, 1,Ranger, 1
0,Taliyah, Vladamir,Mountain, 1,Mage, 2,Ocean, 1
0,Taliyah, Warwick,Mountain, 1,Mage, 1,Glacial, 1,Predator, 1
0,Taliyah, Zyra,Mountain, 1,Mage, 1,Inferno, 1,Summoner, 1
0,Vayne, Vladamir,Light, 1,Ranger, 1,Ocean, 1,Mage, 1
0,Vayne, Warwick,Light, 1,Ranger, 1,Glacial, 1,Predator, 1
0,Vayne, Zyra,Light, 1,Ranger, 1,Inferno, 1,Summoner, 1
0,Vladamir, Warwick,Ocean, 1,Mage, 1,Glacial, 1,Predator, 1
0,Vladamir, Zyra,Ocean, 1,Mage, 1,Inferno, 1,Summoner, 1
0,Warwick, Zyra,Glacial, 1,Predator, 1,Inferno, 1,Summoner, 1
