HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 84.52, 7660, 1403, 0]
['1313', 81.13, 7159, 1665, 0]
['1212', 79.07, 7104, 1881, 0]
['1111', 76.17, 6832, 2137, 0]
['1010', 74.08, 6738, 2358, 0]
['0909', 70.26, 6419, 2717, 0]
['0808', 67.24, 6162, 3002, 0]
['1314s', 66.74, 4054, 2020, 0]
['0707', 65.82, 6038, 3136, 0]
['1214s', 65.78, 3970, 2065, 0]
['1314', 65.1, 11822, 6337, 0]
['1014s', 64.72, 3880, 2115, 0]
['1114s', 64.56, 3952, 2169, 0]
['1214', 64.29, 11616, 6453, 0]
['1114', 63.56, 11332, 6498, 0]
['1014', 63.32, 11348, 6573, 0]
['0914s', 63.05, 3785, 2218, 0]
['1213s', 62.94, 3826, 2253, 0]
['0814s', 62.69, 3828, 2278, 0]
['1113s', 62.63, 3763, 2245, 0]
['0606', 62.51, 5666, 3398, 0]
['1013s', 62.13, 3713, 2263, 0]
['1213', 61.67, 11240, 6985, 0]
['0714s', 61.21, 3719, 2357, 0]
['0914', 60.76, 11009, 7109, 0]
['1112s', 60.48, 3639, 2378, 0]
['0913s', 60.32, 3651, 2402, 0]
['0814', 60.28, 10949, 7216, 0]
['1113', 60.2, 10895, 7203, 0]
['0514s', 60.07, 3654, 2429, 0]
['0614s', 59.87, 3505, 2349, 0]
['0714', 59.71, 10851, 7323, 0]
['0414s', 59.65, 3621, 2449, 0]
['1013', 59.41, 10692, 7305, 0]
['1012s', 59.32, 3623, 2485, 0]
['0505', 58.82, 5328, 3730, 0]
['0813s', 58.6, 3423, 2418, 0]
['0713s', 58.38, 3538, 2522, 0]
['0314s', 58.35, 3558, 2540, 0]
['0214s', 58.2, 3517, 2526, 0]
['0514', 58.2, 10641, 7642, 0]
['1112', 58.03, 10495, 7591, 0]
['0614', 57.72, 10534, 7717, 0]
['0912s', 57.7, 3395, 2489, 0]
['0913', 57.68, 10400, 7630, 0]
['1011s', 57.64, 3446, 2532, 0]
['1012', 56.95, 10324, 7803, 0]
['0513s', 56.46, 3356, 2588, 0]
['0314', 56.45, 10272, 7926, 0]
['0404', 56.44, 5104, 3939, 0]
['0813', 56.33, 10231, 7933, 0]
['0414', 56.3, 10244, 7951, 0]
['0911s', 56.02, 3399, 2668, 0]
['0613s', 55.76, 3355, 2662, 0]
['0912', 55.7, 10153, 8076, 0]
['0713', 55.53, 9926, 7949, 0]
['0812s', 55.48, 3314, 2659, 0]
['1011', 55.0, 10075, 8243, 0]
['0413s', 54.91, 3244, 2664, 0]
['0613', 54.78, 9799, 8090, 0]
['0214', 54.68, 9999, 8289, 0]
['0712s', 54.44, 3373, 2823, 0]
['0811s', 54.31, 3286, 2765, 0]
['0910s', 54.04, 3251, 2765, 0]
['0812', 53.93, 9787, 8360, 0]
['0612s', 53.84, 3292, 2822, 0]
['0313s', 53.8, 3287, 2823, 0]
['0513', 53.64, 9668, 8355, 0]
['0213s', 53.63, 3260, 2819, 0]
['0303', 52.83, 4824, 4308, 0]
['0911', 52.45, 9539, 8647, 0]
['0711s', 52.4, 3090, 2807, 0]
['0413', 52.33, 9553, 8703, 0]
['0412s', 52.31, 3130, 2854, 0]
['0512s', 52.27, 3077, 2810, 0]
['0712', 52.19, 9504, 8708, 0]
['0810s', 51.9, 3116, 2888, 0]
['0811', 51.89, 9417, 8731, 0]
['0910', 51.56, 9308, 8744, 0]
