2018-11-15 10:53:24,507: 'd'
2018-11-15 10:53:26,100: 'd'
2018-11-15 10:53:26,538: 's'
2018-11-15 10:53:26,930: 'a'
2018-11-15 10:53:27,550: 'g'
2018-11-15 10:53:27,723: 'k'
2018-11-15 10:53:27,976: Key.space
2018-11-15 10:53:28,187: 'd'
2018-11-15 10:53:28,368: 'k'
2018-11-15 10:53:28,563: 's'
2018-11-15 10:53:28,818: 'l'
2018-11-15 10:53:28,991: Key.space
2018-11-15 10:53:29,486: 'd'
2018-11-15 10:53:29,676: 'j'
2018-11-15 10:53:29,860: 's'
2018-11-15 10:53:29,973: 'k'
2018-11-15 10:53:30,218: Key.space
2018-11-15 10:53:30,612: 'f'
2018-11-15 10:53:30,642: 'd'
2018-11-15 10:53:30,778: 'h'
2018-11-15 10:53:30,948: 's'
2018-11-15 10:53:31,016: 'j'
2018-11-15 10:53:31,218: 's'
2018-11-15 10:53:31,296: 'k'
2018-11-15 10:53:31,668: Key.space
2018-11-15 10:53:34,881: 'd'
2018-11-15 10:53:34,988: 's'
2018-11-15 10:53:35,042: 'f'
2018-11-15 10:53:35,071: Key.space
2018-11-15 10:53:35,347: Key.space
2018-11-15 10:53:35,564: 'j'
2018-11-15 10:53:35,593: 's'
2018-11-15 10:53:35,621: 'd'
2018-11-15 10:53:35,831: 'k'
2018-11-15 10:53:35,903: 'f'
2018-11-15 10:53:35,932: 'j'
2018-11-15 10:53:35,985: 'h'
2018-11-15 10:53:36,172: 'j'
2018-11-15 10:53:36,203: 'k'
2018-11-15 10:53:36,359: 'd'
2018-11-15 10:53:36,513: Key.space
2018-11-15 10:53:36,554: 's'
2018-11-15 10:53:36,849: 'd'
2018-11-15 10:53:36,966: 'f'
2018-11-15 10:53:37,185: 'j'
2018-11-15 10:53:37,227: 's'
2018-11-15 10:53:37,471: Key.space
2018-11-15 10:53:37,536: 'k'
2018-11-15 10:53:39,328: 's'
2018-11-15 10:53:39,529: 'k'
2018-11-15 10:53:39,641: 'f'
2018-11-15 10:53:39,747: 'd'
2018-11-15 10:53:39,823: 'k'
2018-11-15 10:53:39,988: 'j'
2018-11-15 10:53:40,184: Key.space
2018-11-15 10:53:47,406: 'h'
2018-11-15 10:53:47,563: 'e'
2018-11-15 10:53:47,815: 'l'
2018-11-15 10:53:48,302: 'o'
2018-11-15 10:53:48,715: Key.backspace
2018-11-15 10:53:48,933: 'l'
2018-11-15 10:53:49,118: 'o'
2018-11-15 10:53:50,199: '\\'
2018-11-15 10:53:50,862: 'h'
2018-11-15 10:53:51,006: 'e'
2018-11-15 10:53:51,116: 'l'
2018-11-15 10:53:51,223: 'l'
2018-11-15 10:53:51,423: 'o'
2018-11-15 10:53:51,618: Key.space
2018-11-15 10:53:52,001: 'm'
2018-11-15 10:53:52,111: 'e'
2018-11-15 10:53:52,184: Key.space
2018-11-15 10:53:52,329: 'n'
2018-11-15 10:53:52,432: 'a'
2018-11-15 10:53:52,511: 'm'
2018-11-15 10:53:52,648: 'e'
2018-11-15 10:53:52,696: Key.space
2018-11-15 10:53:52,840: 'i'
2018-11-15 10:53:52,939: 's'
2018-11-15 10:53:53,004: Key.space
2018-11-15 10:53:53,135: 'w'
2018-11-15 10:53:53,201: 'i'
2018-11-15 10:53:53,281: 'l'
2018-11-15 10:53:53,445: 'l'
2018-11-15 10:53:53,729: Key.space
2018-11-15 10:54:25,660: Key.backspace
2018-11-15 10:54:31,527: 'c'
2018-11-15 10:54:31,660: 'o'
2018-11-15 10:54:31,818: 's'
2018-11-15 10:54:33,431: '1'
2018-11-15 10:54:33,761: 'a'
2018-11-15 10:54:34,343: Key.backspace
2018-11-15 10:54:34,471: Key.backspace
2018-11-15 10:54:34,561: '2'
2018-11-15 10:54:34,869: 'a'
2018-11-15 10:54:47,696: Key.alt_l
2018-11-15 10:54:47,817: Key.tab
2018-11-15 10:54:48,290: Key.alt_l
2018-11-15 10:54:48,381: Key.tab
2018-11-15 10:54:51,007: Key.alt_l
2018-11-15 10:54:51,072: Key.tab
2018-11-15 10:54:51,959: 'f'
2018-11-15 10:54:52,025: 's'
2018-11-15 10:54:52,118: 'd'
2018-11-15 10:54:52,520: 'f'
2018-11-15 10:54:52,559: 'd'
2018-11-15 10:54:52,587: 'h'
2018-11-15 10:54:52,626: 'j'
2018-11-15 10:54:52,666: 's'
2018-11-15 10:54:52,848: 'k'
2018-11-15 10:54:52,882: 'f'
2018-11-15 10:54:52,971: 'h'
2018-11-15 10:54:53,067: 'd'
2018-11-15 10:54:53,107: 's'
2018-11-15 10:54:53,137: 'j'
2018-11-15 10:54:53,160: 'k'
2018-11-15 10:54:53,267: Key.space
2018-11-15 10:54:53,527: 'd'
2018-11-15 10:54:53,596: 'h'
2018-11-15 10:54:53,626: 'j'
2018-11-15 10:54:53,680: 'k'
2018-11-15 10:54:53,706: 's'
2018-11-15 10:54:53,783: Key.space
2018-11-15 10:54:53,926: 'f'
2018-11-15 10:54:53,980: 'h'
2018-11-15 10:54:54,006: 'd'
2018-11-15 10:54:54,167: 'k'
2018-11-15 10:54:54,190: 'j'
2018-11-15 10:54:54,205: Key.space
2018-11-15 10:54:54,237: 's'
2018-11-15 10:54:54,361: 'h'
2018-11-15 10:54:54,397: 'j'
2018-11-15 10:54:54,411: 'f'
2018-11-15 10:54:54,546: 'k'
2018-11-15 10:54:54,569: Key.space
2018-11-15 10:54:54,768: 'h'
