HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 84.8, 7653, 1372, 0]
['1313', 82.36, 7543, 1616, 0]
['1212', 78.95, 7077, 1887, 0]
['1111', 76.01, 6990, 2206, 0]
['1010', 73.1, 6564, 2415, 0]
['0909', 70.59, 6434, 2680, 0]
['0808', 67.79, 6103, 2900, 0]
['1314s', 67.78, 4158, 1977, 0]
['1214s', 66.43, 3948, 1995, 0]
['1014s', 65.35, 3927, 2082, 0]
['1314', 65.27, 11889, 6327, 0]
['1114s', 65.02, 3958, 2129, 0]
['0707', 64.88, 6018, 3257, 0]
['1214', 64.18, 11605, 6476, 0]
['0914s', 63.83, 3876, 2196, 0]
['1114', 63.52, 11532, 6622, 0]
['1213s', 63.33, 3948, 2286, 0]
['1113s', 63.01, 3842, 2255, 0]
['1014', 62.8, 11371, 6735, 0]
['0814s', 62.51, 3813, 2287, 0]
['0606', 61.78, 5616, 3475, 0]
['1013s', 61.35, 3763, 2371, 0]
['0914', 61.09, 10948, 6972, 0]
['1113', 60.99, 11024, 7052, 0]
['1112s', 60.94, 3656, 2343, 0]
['1213', 60.83, 11000, 7084, 0]
['0614s', 60.71, 3609, 2336, 0]
['0714s', 60.66, 3620, 2348, 0]
['0814', 60.16, 10900, 7217, 0]
['0514s', 59.78, 3514, 2364, 0]
['1013', 59.52, 10770, 7325, 0]
['0913s', 59.15, 3515, 2428, 0]
['0505', 59.09, 5336, 3694, 0]
['0414s', 59.08, 3562, 2467, 0]
['0714', 59.07, 10621, 7358, 0]
['1012s', 58.81, 3594, 2517, 0]
['1112', 58.37, 10608, 7565, 0]
['0314s', 58.26, 3550, 2543, 0]
['0514', 58.13, 10593, 7629, 0]
['0913', 58.09, 10549, 7611, 0]
['0813s', 58.07, 3486, 2517, 0]
['1011s', 58.0, 3516, 2546, 0]
['0912s', 57.8, 3502, 2557, 0]
['0614', 57.77, 10356, 7571, 0]
['1012', 57.42, 10503, 7787, 0]
['0713s', 57.35, 3394, 2524, 0]
['0414', 57.06, 10298, 7750, 0]
['0314', 56.89, 10321, 7820, 0]
['0404', 56.67, 5045, 3857, 0]
['0214s', 56.47, 3416, 2633, 0]
['0812s', 56.11, 3335, 2609, 0]
['0813', 56.11, 10133, 7926, 0]
['0613s', 56.0, 3381, 2657, 0]
['0911s', 55.99, 3435, 2700, 0]
['0912', 55.89, 10001, 7893, 0]
['0713', 55.68, 10121, 8055, 0]
['0413s', 55.59, 3299, 2635, 0]
['0513s', 55.23, 3308, 2681, 0]
['1011', 55.13, 9903, 8059, 0]
['0313s', 54.79, 3264, 2693, 0]
['0214', 54.71, 9944, 8232, 0]
['0512s', 54.64, 3313, 2750, 0]
['0612s', 54.49, 3297, 2754, 0]
['0613', 54.21, 9847, 8318, 0]
['0911', 53.74, 9753, 8394, 0]
['0712s', 53.69, 3250, 2803, 0]
['0811s', 53.65, 3200, 2765, 0]
['0812', 53.44, 9691, 8444, 0]
['0910s', 53.16, 3243, 2858, 0]
['0513', 52.98, 9456, 8392, 0]
['0213s', 52.92, 3196, 2843, 0]
['0810s', 52.58, 3109, 2804, 0]
['0303', 52.5, 4699, 4252, 0]
['0413', 52.23, 9379, 8578, 0]
['0412s', 52.21, 3133, 2868, 0]
['0711s', 51.98, 3169, 2927, 0]
['0811', 51.93, 9408, 8710, 0]
['0712', 51.92, 9356, 8663, 0]
['0910', 51.23, 9349, 8900, 0]
['0710s', 51.08, 3066, 2936, 0]
['0313', 50.95, 9237, 8893, 0]
['0612', 50.94, 9364, 9019, 0]
['0312s', 50.91, 3016, 2908, 0]
['0213', 50.7, 9132, 8880, 0]
['0512', 50.65, 9218, 8981, 0]
['0611s', 50.6, 2971, 2901, 0]
['0709s', 50.58, 3122, 3051, 0]
['0810', 50.38, 9277, 9138, 0]
['0809s', 50.0, 3039, 3039, 0]
['0511s', 49.71, 2955, 2989, 0]
['0711', 49.5, 8970, 9151, 0]
['0212s', 49.39, 3003, 3077, 0]
['0202', 49.28, 4424, 4554, 0]
['0610s', 49.1, 3031, 3142, 0]
['0412', 48.89, 8906, 9310, 0]
['0311s', 48.66, 2988, 3152, 0]
