,0.55960501,0.67305382,-0.42311471,-0.64639172,0.49453481,0.63255608
,-0.68713447,-0.91452057,0.60119383,-0.14994979,0.46624279,-0.76634548
,0.22828743,-0.40570506,0.14096557,-0.61564757,0.45450215,-0.13425474
,-0.67941532,0.68122056,-0.53273749,0.02990967,-0.59182727,-0.69108288
-0.27688821,0.66992607,-0.64719978,0.19678865,0.04169148,-0.04322051
,-0.42642227,0.76587502,-0.94742334,0.43529808,0.01464348,0.77809342
,-0.91211897,-0.78647278,-0.8651461,0.38835092,0.31931973,-0.34295815
,0.68696175,0.91911108,-0.0906825,-0.57730482,-0.68794255,-0.88196483
,0.86565536,-0.73019302,0.49602021,-0.27435414,0.03738142,0.95581691
,0.26453853,0.62681391,0.96216808,0.72645259,0.82078628,-0.10361025
,0.405206,-0.24707696,0.80471007,-0.91991477,-0.84203807,-0.07930966
,-0.07632833,0.36974003,-0.87741865,0.49289757,-0.74198321,-0.75943136
-0.55484275,0.48095586,0.72685103,-0.3737418,0.43290714,0.49854439
,0.14445653,-0.32385195,-0.81227062,-0.14330134,0.78799747,0.56911193
,-0.63102197,-0.65339841,-0.57988032,0.69524491,-0.95081693,-0.33970462
,0.71314516,-0.96702944,0.03398787,-0.94257166,0.10948247,-0.55594272
,0.14650311,-0.32480879,0.84552517,0.91324428,0.13522003,0.57580029
,-0.89636063,-0.8545329,0.79877942,0.54376201,-0.02751805,0.19564788
,-0.685471,0.54817672,0.43993693,0.87252555,0.33831086,-0.19774404
,-0.22938813,-0.83698069,0.48437589,0.20972222,0.84737475,-0.93994546
-0.98612242,-0.49079708,0.91843087,0.71403792,-0.72939994,-0.47340371
,0.3226675,0.62184121,0.03804053,0.03694146,-0.64462948,-0.67313291
,-0.71916288,-0.61945739,-0.07034728,-0.75296671,-0.06536035,0.01243536
,-0.31837927,-0.18529421,0.99715311,0.82520555,0.92185384,0.58589808
,0.04430233,0.22763949,-0.58067337,-0.52445708,-0.74994109,-0.98351417
,-0.23752755,0.3004495,0.93408508,-0.60172624,0.23599884,-0.84491358
,-0.79477941,0.39894622,0.23763881,0.2400969,0.9048917,-0.65596165
,-0.70544362,0.4065133,0.83086534,-0.04948841,0.73238055,0.5922456,
,0.47421572,0.6998433,-0.32004088,-0.32396885,-0.16721466,0.54248538
,0.42456043,-0.07543149,0.56912316,0.10663024,0.07653095,0.05965855
,-0.99366916,-0.58532516,0.85623627,0.00765371,-0.64242996,0.55346596
,-0.07982485,0.13307108,0.75860326,-0.47622355,0.10971847,0.91601458
,0.38986173,-0.7412819,-0.82083528,0.43522953,0.49033823,0.30248612
,-0.7738488,0.80393581,0.19781751,-0.58710678,-0.90222416,0.31050547
,0.03000559,0.88001133,-0.61185428,0.00469171,-0.25378792,-0.42296307
,-0.5395703,0.93797711,-0.75176866,-0.79683977,-0.86423342,-0.70607351
,0.29135685,0.61638609,-0.05194983,0.25475149,0.44264622,-0.66477803
,-0.79287034,-0.84213396,0.43340513,0.58650218,0.13823251,-0.65410535
,0.49112556,-0.39750121,0.08325794,0.77185002,-0.74758497,-0.31624489
,0.3477343,-0.40953543,0.77445272,-0.56469426,-0.03594571,0.37330758
-0.4363864,-0.70936218,-0.57365154,-0.90686811,-0.31903495,-0.61418289
,-0.34890298,-0.93167933,0.16895011,-0.42241335,0.56748849,0.52653272
,0.88018968,-0.51651773,0.90145437,0.84758311,-0.86186393,-0.84111606
,-0.89862503,-0.35236332,0.11290767,0.1617094,0.5131311,0.2081187,
,0.13783044,0.05038639,-0.30060841,-0.76681821,0.31192905,-0.38830623
,0.67265384,0.36443744,0.22308199,0.82398151,-0.12127469,-0.14685604
,-0.88508371,-0.02697582,0.5655957,0.34040911,0.14642287,-0.58653091
,0.84182498,-0.60247928,-0.55595938,-0.73674888,-0.66907955,-0.72010674
,0.67225212,-0.28531204,0.87843445,0.84054445,-0.2215249,-0.28727069
,-0.24588993,0.49983587,-0.43685934,0.06850405,-0.31449123,0.41506988
