-0.64018382,0.41825006,0.35058125,0.74180899,-0.39796043,0.02480319,-0.00882799,-0.64627046,-0.21954763,-0.3306244,0.90319093,-0.92257188,0.82188929,-0.5266206,-0.4910631,-0.00826958,0.51552174,-0.38086012,-0.59925032,-0.01837454,-0.84830613,0.83036505,-0.84568461,0.70940178,0.30999214,0.33199406,-0.42670352,-0.74240945,-0.92395604,-0.15507112,-0.87879141,0.14379043,0.46802033,0.70081414,0.68690427,-0.20589629,-0.48036862,-0.86622063,0.71860189,0.99986547,-0.11212016,0.71345651,-0.89792993,-0.49841394,0.93724288,0.49878955,-0.66109123,-0.6247316,
-0.12743063,-0.14641876,-0.933059,0.40126764,0.76047109,-0.63458119,-0.58705461,0.87420637,0.77829838,0.08322383,0.05033561,0.4004823,-0.51191798,-0.40702873,-0.48435873,0.74234847,0.02189586,0.37122202,-0.4467266,0.55145256,-0.44237884,0.13101605,0.32183598,0.35071702,0.68269472,0.50701812,0.94356278,0.84114356,0.34152544,-0.29578158,0.33331776,0.98080467,0.67670883,-0.07927471,0.23016127,-0.53829455,-0.92719322,-0.89591762,0.65550862,-0.74579065,-0.57762753,0.96014742,0.03775356,-0.85884095,-0.32529379,0.27842991,0.16568509,-0.15447398
-0.51960088,0.19485355,-0.71822667,0.29210673,-0.28175945,0.69879238,-0.00145762,-0.14508962,0.96927785,0.96386056,-0.66661636,-0.21550803,-0.12573407,-0.83899154,0.64951127,0.74491864,0.91556493,0.39012184,0.10477344,-0.26397058,0.39810035,0.67426427,0.76010217,-0.82820369,-0.03970821,0.45552072,0.91044098,0.63474926,0.76619869,-0.0792392,0.86959915,0.73481034,-0.98690721,0.02287914,-0.91053621,0.5203522,0.67501148,-0.46276634,-0.18791399,0.51047146,0.19834563,0.336914,-0.36687117,0.87773877,0.13116844,0.53603808,0.42369101,0.56045666
0.70441473,-0.75802181,0.75529854,-0.5067729,0.61604328,0.07313459,-0.49361306,-0.86642844,0.4371109,0.32148031,0.80460852,-0.41501507,0.08928668,-0.28523111,0.3193846,0.935089,-0.06075442,-0.88392487,-0.82086825,-0.14357561,0.42657286,0.98843276,0.31278045,0.57461802,-0.75112581,0.04495914,0.69916042,0.67112147,0.46180267,0.08224839,0.40858852,-0.32945584,-0.04674311,-0.77639316,0.57075308,-0.14136576,0.32702472,-0.34550114,0.58950596,-0.64139427,-0.52379986,0.02970048,0.06528451,-0.8876649,0.60672547,0.24566444,0.850675,0.35167063
0.45983644,-0.13117811,0.52763418,0.38485114,0.91874545,0.52345395,-0.34753401,-0.04652556,0.365743,-0.53419857,-0.45639499,-0.8032471,-0.94316351,-0.52280718,0.95313354,-0.41184141,-0.04468553,-0.11293574,-0.20783546,0.07570168,0.72642812,-0.81345548,-0.20092572,-0.31524752,-0.22789784,-0.32396445,-0.01187693,-0.07588936,0.19902086,-0.47207348,0.31621141,0.46962122,0.84564661,0.6328426,0.07987469,0.72087676,0.25679855,-0.13949849,-0.5571187,0.31571587,0.71724817,0.97022385,0.197945,0.78933512,0.01143597,-0.08710167,-0.19559247,-0.93541266
0.49300422,0.63465972,-0.20425673,-0.92748528,-0.20494185,-0.39641841,-0.77071843,0.27068474,0.77581998,0.91934468,0.49015233,-0.19944467,-0.34188171,-0.66851993,0.93776634,0.36882087,0.24942321,-0.88274586,-0.17469149,0.49706434,0.00794758,-0.88849575,0.61057716,0.15878411,-0.4338153,0.07032947,-0.81856318,0.55016537,0.69895299,0.10800221,-0.0149869,0.15126814,0.68440105,-0.07091747,-0.23094881,0.65887486,0.27910911,-0.38650484,0.26945072,-0.59381778,0.24283989,0.51384506,0.73588491,0.25360891,0.72285692,-0.56573621,0.61462502,-0.05756575
-0.2102667,0.18773834,-0.75300356,0.28195254,-0.46415661,0.42117385,-0.80959055,0.59622989,0.37468844,0.3243418,0.05669027,-0.13727593,-0.77441122,0.70025027,0.43690633,0.632215,-0.77602274,0.16279347,0.66946871,-0.29922171,-0.32031345,-0.35952366,0.53856729,0.16449329,-0.43631367,0.0609929,0.38788247,0.34617692,0.86880259,-0.16047275,0.10408344,0.40834792,0.45056728,0.50713658,-0.78482992,-0.68350269,0.02435338,0.35855033,0.40065543,-0.91379617,-0.95646123,-0.24742867,-0.97130067,0.34155225,0.88657423,-0.16486712,0.94807491,0.36983964
-0.06746198,0.32977786,-0.24953675,-0.67483398,0.39297735,0.9066976,0.48641697,0.93600114,-0.61624992,-0.85462863,0.08713352,0.85774572,0.22325002,-0.47383626,-0.56252597,0.66026688,-0.73176579,-0.39230465,0.98509055,0.57539155,-0.15657167,0.36730897,-0.73635428,0.29701113,0.84681371,-0.14597936,-0.04349051,0.29795633,-0.27002028,0.97538328,-0.03249987,-0.70626074,-0.35414469,0.11289556,-0.70620469,0.83074885,-0.47766648,0.93672864,0.39115917,0.45658537,0.66715192,-0.58966966,0.49239493,0.63547657,-0.20625701,0.6076213,-0.49082534,-0.11848141
-0.93678076,-0.55794238,-0.0666842,0.73805893,0.13552644,-0.17583755,-0.23702095,0.27784879,-0.05127993,-0.64513215,0.05858606,0.85108923,0.4179533,-0.21250288,0.45794829,-0.6248477,0.03347774,-0.59718279,0.0293261,0.06548579,-0.89252444,0.39595024,0.75688407,0.47440559,0.29853164,-0.11449006,0.17176605,-0.68331972,-0.58206092,0.87405693,0.1180942,0.52857494,0.39412293,-0.3826319,0.56482525,-0.54117501,0.37574932,0.20368475,-0.56239772,0.6422692,-0.9941468,-0.53413681,-0.00524895,-0.75038328,-0.43446287,0.20542727,0.95212437,0.06748527
0.01074472,-0.44344324,-0.14644717,0.91123438,0.62252451,-0.61652995,0.62237907,0.79916666,-0.21182487,-0.36642365,-0.02719613,-0.94248868,0.86016381,-0.08187,-0.9800424,0.38423123,-0.12040813,0.72022538,0.22496731,0.86878556,0.87612801,0.87622173,-0.36723396,-0.75008355,0.16636687,-0.07797946,-0.00489881,-0.26384156,-0.62049024,0.8974849,-0.72779428,0.43011479,0.52791683,-0.65435838,-0.92440678,0.41656481,-0.28007011,-0.41306112,0.40132938,0.48638476,0.49329644,0.40520406,-0.20894818,0.38336619,-0.20028224,0.11476609,-0.54173247,-0.78576077
0.22609037,-0.8693521,0.39215589,0.59741247,0.63909938,-0.29637848,0.17406229,-0.18863233,0.81290137,-0.38218363,0.98607803,0.85492598,-0.85099716,0.21435897,-0.6018202,0.39304276,0.9577138,0.86960243,-0.84090803,-0.01338246,-0.14797385,0.89998436,0.62977541,0.45550113,-0.29039517,0.02493059,0.36028981,-0.95113539,0.31198558,0.13426418,0.60967818,-0.71896039,-0.06243931,-0.37622723,0.28261264,-0.57224573,-0.64736197,-0.16490176,0.52772968,-0.69046835,-0.51995496,-0.87117033,0.20961223,0.8211784,0.97004323,0.66542508,-0.5882844,0.04914726
