0.05524061,-0.25348001,0.77589985,-0.21020776
0.8684491,0.64566067,-0.78892886,-0.89813667
0.59788952,-0.36400096,-0.66247386,0.88442931
-0.31025551,-0.77875892,0.08366395,-0.80984353
-0.56904259,-0.85765402,0.16775443,0.0665233,
-0.72628037,0.18302427,-0.46810639,0.20272736
-0.08424035,-0.44299822,-0.01712328,-0.04279819
-0.82595786,0.71912844,0.79466354,-0.203043,
0.84202016,0.60043939,-0.66472837,-0.3924578,
-0.98762218,-0.07511076,-0.52171461,0.15731277
-0.03731386,0.92859579,-0.47458141,0.80658065
0.71003667,0.72942975,0.90728764,-0.85600728
0.0784494,0.43817146,0.58416243,-0.59638649
-0.76843083,-0.05129982,0.97524178,-0.80181252
0.5583433,-0.56800734,-0.57040638,0.47784747
-0.79189445,0.86684881,0.59913825,-0.83689884
0.92152272,-0.12076227,-0.27093633,-0.91189303
-0.75931642,0.23428868,-0.1746053,-0.38935834
-0.12685942,0.13537997,-0.29545331,0.17670841
0.83509351,0.49304108,0.15443977,-0.8308548,
-0.77435315,0.75832142,0.34002607,0.47149739
0.70880736,0.66173884,-0.48634544,0.44538361
-0.79118467,-0.92734459,-0.03080866,0.01921764
0.78396134,0.84943274,-0.36241291,0.48680677
0.44200872,-0.83837007,0.27846795,-0.61916943
-0.54698001,0.18616436,-0.45074587,0.60695188
0.96957237,0.69428496,-0.04769109,-0.36666773
-0.44932111,-0.56104359,0.30863625,-0.60124299
-0.80649105,-0.19681223,0.71646192,0.69590818
-0.78642615,-0.78974571,-0.21679007,0.54369948
0.02498034,0.46574489,0.66026317,-0.59258759
-0.18136227,0.84831028,0.7904515,0.62911057
0.16288283,0.12620098,0.29253666,-0.40813906
0.18143996,-0.0144463,-0.59319189,0.55970158
0.43911089,-0.63637118,0.9183694,0.6422937,
0.05339321,-0.39091661,0.68162191,0.55749443
0.26246474,0.36574661,0.94119858,0.90458956
0.40762697,0.88622714,-0.35042882,0.91553149
-0.57931306,-0.06439622,0.47482468,0.5062096,
0.1956716,-0.4633968,0.0356832,0.90930182
-0.13372547,-0.05427892,0.65611602,-0.49932366
0.20010921,0.56534667,-0.33332479,-0.97435605
-0.068964,-0.95958359,0.23806457,0.39956241
0.51111053,-0.87316583,0.06512658,0.17804397
-0.82956972,0.24169764,0.62371004,0.8639123,
0.04890931,0.0062734,0.51065341,-0.07301351
-0.77881171,0.26654888,0.37851116,-0.19248473
0.04204309,0.53185356,-0.42159871,-0.96258532
