HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 84.52, 7784, 1426, 0]
['1313', 81.91, 7371, 1628, 0]
['1212', 78.58, 7014, 1912, 0]
['1111', 76.17, 6868, 2149, 0]
['1010', 73.73, 6763, 2410, 0]
['0909', 70.07, 6366, 2719, 0]
['0808', 68.13, 6092, 2850, 0]
['1214s', 66.72, 4036, 2013, 0]
['1314s', 66.59, 4056, 2035, 0]
['1114s', 65.46, 3980, 2100, 0]
['0707', 65.32, 5877, 3120, 0]
['1314', 65.32, 11794, 6263, 0]
['1214', 65.21, 11880, 6339, 0]
['1014s', 64.51, 3956, 2176, 0]
['1114', 63.98, 11537, 6495, 0]
['0606', 62.62, 5624, 3357, 0]
['1113s', 62.53, 3805, 2280, 0]
['1014', 62.39, 11372, 6856, 0]
['1213s', 62.2, 3775, 2294, 0]
['0914s', 61.95, 3722, 2286, 0]
['1013s', 61.66, 3723, 2315, 0]
['0814s', 61.54, 3658, 2286, 0]
['1213', 61.43, 11290, 7088, 0]
['1112s', 61.38, 3666, 2307, 0]
['0914', 61.13, 11011, 7002, 0]
['0714s', 60.52, 3607, 2353, 0]
['0514s', 60.42, 3646, 2388, 0]
['0913s', 60.27, 3629, 2392, 0]
['1013', 60.17, 10930, 7234, 0]
['1113', 60.06, 10829, 7201, 0]
['0505', 59.76, 5340, 3596, 0]
['0614s', 59.63, 3610, 2444, 0]
['1012s', 59.5, 3540, 2410, 0]
['0414s', 59.48, 3587, 2444, 0]
['0814', 59.33, 10537, 7222, 0]
['1112', 58.92, 10594, 7385, 0]
['0714', 58.59, 10546, 7453, 0]
['0713s', 58.38, 3521, 2510, 0]
['0813s', 58.32, 3489, 2493, 0]
['0912s', 57.99, 3468, 2512, 0]
['0514', 57.95, 10480, 7605, 0]
['0214s', 57.89, 3520, 2561, 0]
['1012', 57.83, 10583, 7716, 0]
['1011s', 57.48, 3509, 2596, 0]
['0314s', 57.45, 3411, 2526, 0]
['0614', 57.29, 10368, 7728, 0]
['0913', 56.89, 10415, 7893, 0]
['0613s', 56.86, 3417, 2593, 0]
['0404', 56.71, 5115, 3905, 0]
['0314', 56.18, 10142, 7912, 0]
['0414', 56.1, 10242, 8016, 0]
['0813', 55.97, 10123, 7962, 0]
['0812s', 55.8, 3369, 2669, 0]
['0912', 55.54, 10103, 8089, 0]
['0513s', 55.43, 3330, 2678, 0]
['0911s', 55.38, 3359, 2706, 0]
['0413s', 55.35, 3329, 2685, 0]
['0214', 55.33, 10128, 8178, 0]
['0713', 54.95, 9926, 8137, 0]
['1011', 54.84, 9988, 8226, 0]
['0613', 54.57, 9721, 8092, 0]
['0811s', 54.3, 3318, 2792, 0]
['0910s', 54.07, 3205, 2722, 0]
['0712s', 54.03, 3283, 2793, 0]
['0911', 53.59, 9617, 8328, 0]
['0812', 53.48, 9578, 8330, 0]
['0513', 53.46, 9603, 8361, 0]
['0303', 53.01, 4809, 4263, 0]
['0213s', 52.99, 3113, 2762, 0]
['0512s', 52.98, 3188, 2829, 0]
['0412s', 52.59, 3090, 2786, 0]
['0612s', 52.52, 3257, 2944, 0]
['0313s', 52.51, 3180, 2876, 0]
['0413', 52.07, 9444, 8694, 0]
['0312s', 51.72, 3114, 2907, 0]
['0711s', 51.71, 3171, 2961, 0]
['0811', 51.58, 9414, 8836, 0]
['0712', 51.56, 9495, 8920, 0]
['0810s', 51.55, 3182, 2991, 0]
['0612', 51.46, 9196, 8675, 0]
['0313', 51.35, 9406, 8910, 0]
['0212s', 51.25, 3090, 2939, 0]
['0910', 51.2, 9384, 8945, 0]
['0710s', 51.08, 3028, 2900, 0]
['0213', 50.82, 9132, 8838, 0]
['0809s', 50.52, 3007, 2945, 0]
['0810', 50.4, 9110, 8967, 0]
['0611s', 50.35, 3031, 2989, 0]
['0512', 50.3, 9147, 9037, 0]
['0709s', 49.82, 2996, 3018, 0]
['0412', 49.4, 9053, 9274, 0]
['0711', 49.26, 8900, 9166, 0]
['0202', 49.2, 4437, 4581, 0]
['0511s', 49.2, 2992, 3089, 0]
['0311s', 49.01, 2991, 3112, 0]
['0610s', 48.97, 2931, 3054, 0]
['0411s', 48.79, 2958, 3105, 0]
['0809', 48.12, 8663, 9341, 0]
['0312', 48.08, 8752, 9451, 0]
['0611', 47.94, 8667, 9413, 0]
['0708s', 47.94, 2860, 3106, 0]
['0211s', 47.43, 2910, 3225, 0]
['0710', 47.0, 8417, 9490, 0]
['0212', 46.94, 8610, 9732, 0]
['0511', 46.86, 8554, 9699, 0]
['0608s', 46.84, 2799, 3177, 0]
['0609s', 46.77, 2811, 3199, 0]
['0709', 46.47, 8390, 9665, 0]
['0410s', 46.44, 2771, 3196, 0]
['0310s', 46.42, 2758, 3183, 0]
['0510s', 46.33, 2812, 3258, 0]
['0610', 46.28, 8240, 9563, 0]
['0411', 46.07, 8293, 9707, 0]
['0509s', 45.48, 2799, 3355, 0]
['0708', 45.37, 8222, 9899, 0]
['0311', 45.32, 8156, 9839, 0]
['0210s', 45.12, 2713, 3300, 0]
['0607s', 45.12, 2761, 3358, 0]
['0609', 44.67, 7945, 9842, 0]
['0508s', 44.48, 2636, 3290, 0]
['0211', 44.44, 8103, 10130, 0]
['0409s', 44.33, 2643, 3319, 0]
['0510', 44.29, 8076, 10157, 0]
['0608', 43.71, 7916, 10195, 0]
['0509', 43.68, 7867, 10142, 0]
['0309s', 43.48, 2625, 3412, 0]
['0209s', 43.44, 2592, 3375, 0]
['0506s', 43.1, 2644, 3490, 0]
['0410', 43.06, 7850, 10381, 0]
['0507s', 42.99, 2606, 3456, 0]
['0310', 42.83, 7697, 10275, 0]
['0407s', 42.71, 2601, 3489, 0]
['0408s', 42.63, 2582, 3475, 0]
['0607', 42.23, 7698, 10529, 0]
['0508', 42.1, 7538, 10366, 0]
['0305s', 41.93, 2500, 3463, 0]
['0210', 41.57, 7466, 10493, 0]
['0405s', 41.39, 2521, 3570, 0]
['0409', 41.11, 7434, 10651, 0]
['0308s', 40.96, 2470, 3560, 0]
['0208s', 40.89, 2437, 3523, 0]
['0406s', 40.67, 2367, 3453, 0]
['0506', 40.56, 7274, 10660, 0]
['0309', 40.42, 7379, 10877, 0]
['0507', 40.08, 7236, 10818, 0]
['0207s', 39.77, 2438, 3692, 0]
['0307s', 39.7, 2333, 3543, 0]
['0408', 39.49, 7174, 10993, 0]
['0209', 39.31, 7227, 11156, 0]
['0306s', 39.17, 2376, 3690, 0]
['0407', 39.02, 7054, 11023, 0]
