HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 85.31, 7713, 1328, 0]
['1313', 81.84, 7341, 1629, 0]
['1212', 80.06, 7352, 1831, 0]
['1111', 75.42, 6715, 2188, 0]
['1010', 73.4, 6642, 2407, 0]
['0909', 70.7, 6384, 2646, 0]
['0808', 67.82, 6195, 2939, 0]
['1314s', 66.98, 4084, 2013, 0]
['1214s', 66.51, 4084, 2056, 0]
['1314', 65.54, 11802, 6205, 0]
['1114s', 65.31, 3908, 2076, 0]
['0707', 64.82, 5849, 3175, 0]
['1014s', 64.76, 3952, 2151, 0]
['1214', 64.47, 11696, 6445, 0]
['1213s', 63.72, 3855, 2195, 0]
['1114', 63.62, 11459, 6553, 0]
['1014', 63.0, 11242, 6603, 0]
['1013s', 62.68, 3759, 2238, 0]
['0714s', 62.3, 3726, 2255, 0]
['0606', 61.95, 5520, 3390, 0]
['0814s', 61.63, 3739, 2328, 0]
['0914s', 61.55, 3775, 2358, 0]
['1113s', 61.52, 3757, 2350, 0]
['1213', 61.07, 11138, 7099, 0]
['1112s', 60.72, 3676, 2378, 0]
['0914', 60.65, 10994, 7133, 0]
['1113', 60.18, 10924, 7227, 0]
['0614s', 60.07, 3667, 2438, 0]
['1013', 60.07, 10857, 7217, 0]
['0514s', 59.96, 3625, 2421, 0]
['0913s', 59.78, 3594, 2418, 0]
['0505', 59.5, 5401, 3676, 0]
['0814', 59.33, 10852, 7440, 0]
['1012s', 59.12, 3644, 2520, 0]
['0714', 58.98, 10591, 7367, 0]
['0813s', 58.84, 3616, 2530, 0]
['0314s', 58.83, 3500, 2449, 0]
['1112', 58.38, 10512, 7494, 0]
['0913', 58.22, 10368, 7439, 0]
['0214s', 58.06, 3549, 2564, 0]
['0414s', 57.88, 3498, 2546, 0]
['0614', 57.8, 10447, 7628, 0]
['0713s', 57.6, 3458, 2545, 0]
['1011s', 57.53, 3449, 2546, 0]
['0514', 57.47, 10376, 7678, 0]
['0912s', 57.36, 3382, 2514, 0]
['0414', 56.93, 10273, 7772, 0]
['1012', 56.8, 10138, 7710, 0]
['0314', 56.63, 10307, 7894, 0]
['0404', 56.33, 5101, 3955, 0]
['0911s', 56.12, 3406, 2663, 0]
['0813', 56.06, 10118, 7931, 0]
['0613s', 55.95, 3309, 2605, 0]
['0214', 55.4, 10007, 8057, 0]
['0513s', 55.34, 3432, 2770, 0]
['0912', 55.29, 10061, 8136, 0]
['0713', 55.25, 9958, 8067, 0]
['1011', 55.07, 9896, 8075, 0]
['0812s', 55.05, 3342, 2729, 0]
['0613', 54.75, 9773, 8077, 0]
['0811s', 54.55, 3312, 2760, 0]
['0413s', 54.42, 3296, 2761, 0]
['0712s', 54.04, 3274, 2784, 0]
['0313s', 53.72, 3202, 2759, 0]
['0213s', 53.64, 3211, 2775, 0]
['0612s', 53.48, 3260, 2836, 0]
['0910s', 53.44, 3257, 2838, 0]
['0911', 53.28, 9559, 8383, 0]
['0712', 53.13, 9708, 8564, 0]
['0812', 53.05, 9591, 8487, 0]
['0513', 52.99, 9671, 8578, 0]
['0303', 52.97, 4832, 4291, 0]
['0413', 52.81, 9617, 8595, 0]
['0910', 52.6, 9566, 8620, 0]
['0512s', 52.15, 3082, 2828, 0]
['0313', 52.03, 9433, 8697, 0]
['0810s', 51.77, 3156, 2940, 0]
['0711s', 51.75, 3025, 2820, 0]
['0611s', 51.74, 3144, 2932, 0]
['0612', 51.71, 9369, 8750, 0]
['0412s', 51.33, 3116, 2954, 0]
['0811', 51.33, 9345, 8860, 0]
['0312s', 51.05, 3109, 2981, 0]
['0512', 50.68, 9172, 8925, 0]
['0213', 50.66, 9158, 8919, 0]
['0710s', 50.43, 3079, 3027, 0]
['0709s', 50.16, 3051, 3031, 0]
['0711', 50.05, 9113, 9095, 0]
['0511s', 50.03, 3002, 2998, 0]
['0810', 49.97, 8973, 8982, 0]
['0412', 49.77, 9025, 9110, 0]
['0809s', 49.74, 3001, 3032, 0]
['0202', 49.22, 4459, 4601, 0]
['0212s', 49.17, 2931, 3030, 0]
['0311s', 48.78, 2922, 3068, 0]
['0610s', 48.66, 2944, 3106, 0]
['0708s', 48.31, 2878, 3079, 0]
['0411s', 48.23, 2935, 3151, 0]
['0710', 48.21, 8742, 9392, 0]
['0809', 48.03, 8680, 9393, 0]
['0611', 47.94, 8725, 9474, 0]
['0609s', 47.87, 2815, 3066, 0]
['0312', 47.86, 8678, 9454, 0]
['0212', 47.66, 8726, 9581, 0]
['0510s', 47.3, 2868, 3196, 0]
['0511', 46.89, 8556, 9691, 0]
['0410s', 46.82, 2768, 3144, 0]
['0211s', 46.55, 2811, 3228, 0]
['0608s', 46.22, 2760, 3211, 0]
['0411', 46.2, 8486, 9882, 0]
['0310s', 46.06, 2831, 3315, 0]
['0509s', 45.94, 2718, 3199, 0]
['0709', 45.91, 8375, 9866, 0]
['0610', 45.82, 8330, 9850, 0]
['0311', 45.55, 8210, 9813, 0]
['0607s', 45.28, 2731, 3300, 0]
['0609', 45.16, 8236, 10003, 0]
['0507s', 45.11, 2746, 3342, 0]
['0708', 44.76, 8091, 9985, 0]
['0210s', 44.69, 2670, 3304, 0]
['0508s', 44.36, 2665, 3343, 0]
['0510', 44.34, 8006, 10048, 0]
['0211', 44.3, 7993, 10051, 0]
['0608', 43.43, 7924, 10322, 0]
['0410', 43.27, 7883, 10334, 0]
['0309s', 42.91, 2581, 3434, 0]
['0310', 42.85, 7697, 10267, 0]
['0408s', 42.72, 2581, 3460, 0]
['0506s', 42.72, 2585, 3466, 0]
['0209s', 42.61, 2598, 3499, 0]
['0409s', 42.61, 2561, 3450, 0]
['0607', 42.5, 7734, 10465, 0]
['0509', 42.42, 7623, 10348, 0]
['0407s', 41.88, 2500, 3470, 0]
['0405s', 41.41, 2498, 3534, 0]
['0508', 41.4, 7539, 10669, 0]
['0210', 41.32, 7534, 10699, 0]
['0409', 41.28, 7519, 10695, 0]
['0308s', 41.1, 2498, 3580, 0]
['0306s', 41.06, 2539, 3644, 0]
['0507', 40.83, 7331, 10625, 0]
['0406s', 40.51, 2483, 3646, 0]
['0506', 40.36, 7290, 10771, 0]
['0208s', 40.12, 2441, 3644, 0]
['0309', 39.92, 7124, 10720, 0]
['0307s', 39.67, 2389, 3633, 0]
['0209', 39.33, 7073, 10910, 0]
['0305s', 39.06, 2335, 3643, 0]
['0408', 38.51, 6988, 11157, 0]
['0405', 38.45, 6944, 11114, 0]
['0407', 38.4, 6976, 11192, 0]
['0207s', 38.28, 2318, 3737, 0]
['0205s', 38.22, 2306, 3727, 0]
['0406', 37.89, 6894, 11303, 0]
['0206s', 37.86, 2303, 3780, 0]
['0304s', 37.68, 2252, 3724, 0]
['0308', 37.43, 6725, 11240, 0]
['0208', 37.2, 6771, 11430, 0]
['0203s', 36.96, 2219, 3784, 0]
['0204s', 36.94, 2258, 3854, 0]
['0307', 36.7, 6643, 11460, 0]
['0305', 36.28, 6489, 11399, 0]
['0306', 35.64, 6393, 11547, 0]
['0304', 35.13, 6321, 11674, 0]
['0205', 34.85, 6326, 11825, 0]
['0207', 34.75, 6284, 11799, 0]
['0206', 33.88, 6101, 11907, 0]
['0204', 32.98, 5933, 12054, 0]
['0203', 32.61, 5913, 12220, 0]
