HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 85.06, 7696, 1352, 0]
['1313', 81.32, 7402, 1700, 0]
['1212', 78.33, 6921, 1915, 0]
['1111', 77.1, 6984, 2074, 0]
['1010', 72.84, 6558, 2445, 0]
['0909', 70.56, 6476, 2702, 0]
['0808', 67.9, 6173, 2918, 0]
['1314s', 67.68, 4010, 1915, 0]
['1214s', 67.32, 4098, 1989, 0]
['1114s', 65.45, 3860, 2038, 0]
['1314', 65.44, 11819, 6242, 0]
['0707', 65.03, 5955, 3203, 0]
['1014s', 64.51, 3883, 2136, 0]
['1214', 64.38, 11771, 6513, 0]
['1113s', 63.44, 3792, 2185, 0]
['1213s', 63.43, 3955, 2280, 0]
['1114', 63.36, 11358, 6568, 0]
['0606', 63.27, 5741, 3333, 0]
['1014', 63.11, 11486, 6714, 0]
['1013s', 62.54, 3756, 2250, 0]
['0914s', 62.04, 3805, 2328, 0]
['0814s', 61.91, 3735, 2298, 0]
['1213', 61.6, 11226, 6999, 0]
['0714s', 61.18, 3652, 2317, 0]
['1113', 61.08, 11182, 7124, 0]
['0914', 60.61, 10948, 7114, 0]
['0614s', 60.6, 3619, 2353, 0]
['0514s', 60.47, 3587, 2345, 0]
['0814', 60.16, 10861, 7193, 0]
['0913s', 59.93, 3638, 2432, 0]
['1112s', 59.52, 3614, 2458, 0]
['0505', 59.19, 5298, 3653, 0]
['1013', 59.01, 10840, 7529, 0]
['1012s', 58.87, 3503, 2447, 0]
['1011s', 58.81, 3494, 2447, 0]
['0714', 58.63, 10647, 7514, 0]
['0813s', 58.56, 3505, 2480, 0]
['0414s', 58.45, 3523, 2504, 0]
['0314s', 58.35, 3519, 2512, 0]
['1112', 58.26, 10497, 7520, 0]
['0912s', 58.14, 3536, 2546, 0]
['0614', 58.12, 10473, 7548, 0]
['0913', 58.06, 10552, 7621, 0]
['0514', 57.91, 10477, 7616, 0]
['0713s', 57.86, 3449, 2512, 0]
['0214s', 57.4, 3481, 2583, 0]
['1012', 57.24, 10343, 7728, 0]
['0414', 56.62, 10185, 7802, 0]
['0314', 56.52, 10307, 7929, 0]
['0613s', 56.27, 3376, 2624, 0]
['0813', 56.15, 10253, 8006, 0]
['0812s', 55.82, 3319, 2627, 0]
['0513s', 55.81, 3326, 2634, 0]
['0912', 55.69, 10022, 7975, 0]
['0404', 55.59, 5030, 4019, 0]
['0413s', 55.29, 3271, 2645, 0]
['1011', 55.12, 10103, 8227, 0]
['0713', 55.11, 10044, 8181, 0]
['0911s', 54.92, 3310, 2717, 0]
['0214', 54.88, 9957, 8185, 0]
['0612s', 54.8, 3347, 2761, 0]
['0613', 54.61, 9918, 8243, 0]
['0910s', 54.46, 3319, 2775, 0]
['0313s', 54.34, 3272, 2749, 0]
['0811s', 54.33, 3272, 2750, 0]
['0812', 54.08, 9703, 8238, 0]
