2018-11-13 19:49:46,583: 'd'
2018-11-13 19:49:50,827: 'd'
2018-11-13 19:49:50,903: 's'
2018-11-13 19:49:51,096: 'a'
2018-11-13 19:56:03,198: 'd'
2018-11-13 19:56:03,314: 's'
2018-11-13 19:56:04,179: 'd'
2018-11-13 19:56:04,591: 'd'
2018-11-13 19:56:04,943: 'a'
2018-11-13 19:56:05,935: 'd'
2018-11-13 19:56:06,064: 's'
2018-11-13 19:56:06,158: 'a'
2018-11-13 19:56:06,435: 's'
2018-11-13 19:56:06,563: 'd'
2018-11-13 19:56:06,751: 'a'
2018-11-13 19:56:08,067: 'd'
2018-11-13 19:56:08,143: 'a'
2018-11-13 19:56:08,315: 's'
2018-11-13 19:56:08,471: 'd'
2018-11-13 20:01:05,519: 'h'
2018-11-13 20:01:05,834: 'g'
2018-11-13 20:01:14,366: 'g'
2018-11-13 20:01:14,380: 'h'
2018-11-13 20:01:14,471: 'j'
2018-11-13 20:01:14,604: 'g'
2018-11-13 20:01:14,678: 'j'
2018-11-13 20:01:14,725: 'h'
2018-11-13 20:06:28,974: 'a'
2018-11-13 20:06:42,734: 'a'
2018-11-13 20:09:09,006: 's'
2018-11-13 20:09:11,166: 'a'
2018-11-13 20:09:11,570: 'd'
2018-11-13 20:09:11,914: 's'
2018-11-13 20:09:12,103: 'a'
2018-11-13 20:09:12,438: 'a'
2018-11-13 20:09:15,150: 'd'
2018-11-13 20:09:15,286: 's'
2018-11-13 20:09:15,442: 'a'
2018-11-13 20:09:15,839: 'd'
2018-11-13 20:09:16,162: 'a'
2018-11-13 20:09:16,462: 'd'
2018-11-13 20:09:16,690: 'd'
2018-11-13 20:09:16,942: 'd'
2018-11-13 20:09:17,170: 'd'
2018-11-13 20:09:17,386: 'd'
2018-11-13 20:09:17,654: 's'
2018-11-13 20:09:17,942: 'a'
2018-11-13 20:09:20,034: Key.ctrl_l
2018-11-13 20:09:20,186: 'z'
2018-11-13 20:09:21,062: Key.f5
2018-11-13 20:09:21,502: Key.enter
2018-11-13 20:09:23,438: 'a'
2018-11-13 20:09:24,673: 'd'
2018-11-13 20:09:24,681: 's'
2018-11-13 20:09:24,950: 'a'
2018-11-13 20:09:25,227: 'd'
2018-11-13 20:09:25,462: 'a'
2018-11-13 20:09:25,710: 'd'
2018-11-13 20:09:26,834: 'a'
2018-11-13 20:09:27,094: 'd'
2018-11-13 20:09:27,294: 'a'
2018-11-13 20:09:27,506: 'd'
2018-11-13 20:09:27,574: 'a'
2018-11-13 20:09:27,762: 'd'
2018-11-13 20:09:27,894: 'a'
2018-11-13 20:09:28,038: 'd'
2018-11-13 20:09:28,150: 'a'
2018-11-13 20:09:28,310: 'd'
2018-11-13 20:09:28,434: 'a'
2018-11-13 20:09:28,597: 'd'
2018-11-13 20:09:34,702: Key.enter
2018-11-13 20:09:37,550: 'w'
2018-11-13 20:09:39,547: Key.backspace
2018-11-13 20:09:41,707: 'w'
2018-11-13 20:09:41,855: 'd'
2018-11-13 20:09:42,098: 'n'
2018-11-13 20:09:42,426: Key.backspace
2018-11-13 20:09:42,511: 'e'
2018-11-13 20:09:42,626: 'n'
2018-11-13 20:09:42,714: 'n'
2018-11-13 20:09:43,074: 'i'
2018-11-13 20:09:43,183: '2'
2018-11-13 20:09:43,271: '1'
2018-11-13 20:09:43,758: Key.shift
2018-11-13 20:09:43,858: "'"
2018-11-13 20:09:44,134: 'b'
2018-11-13 20:09:44,286: 'g'
2018-11-13 20:09:44,379: 's'
2018-11-13 20:09:44,534: '.'
2018-11-13 20:09:44,803: 'b'
2018-11-13 20:09:44,875: 'r'
2018-11-13 20:09:45,022: 'i'
2018-11-13 20:09:45,091: 's'
2018-11-13 20:09:45,220: 't'
2018-11-13 20:09:45,514: 'o'
2018-11-13 20:09:45,587: 'l'
2018-11-13 20:09:45,674: '.'
2018-11-13 20:09:45,779: 's'
2018-11-13 20:09:45,919: 'c'
2018-11-13 20:09:46,018: 'h'
2018-11-13 20:09:46,398: '/'
2018-11-13 20:09:47,142: Key.backspace
2018-11-13 20:09:47,602: '.'
2018-11-13 20:09:47,735: 'u'
2018-11-13 20:09:47,823: 'k'
2018-11-13 20:09:48,131: Key.tab
2018-11-13 20:09:48,831: Key.shift
2018-11-13 20:09:48,932: 'b'
2018-11-13 20:09:49,110: 'a'
2018-11-13 20:09:49,215: 'o'
2018-11-13 20:09:49,416: 'b'
2018-11-13 20:09:49,514: 'a'
2018-11-13 20:09:49,579: 'b'
2018-11-13 20:09:50,047: '7'
2018-11-13 20:09:50,148: '5'
2018-11-13 20:09:50,847: Key.backspace
2018-11-13 20:09:51,347: Key.backspace
2018-11-13 20:09:51,380: Key.backspace
2018-11-13 20:09:51,413: Key.backspace
2018-11-13 20:09:51,445: Key.backspace
2018-11-13 20:09:51,479: Key.backspace
2018-11-13 20:09:51,512: Key.backspace
2018-11-13 20:09:51,544: Key.backspace
2018-11-13 20:09:51,578: Key.backspace
2018-11-13 20:09:51,610: Key.backspace
2018-11-13 20:09:51,643: Key.backspace
2018-11-13 20:09:51,676: Key.backspace
2018-11-13 20:09:51,709: Key.backspace
2018-11-13 20:09:51,743: Key.backspace
2018-11-13 20:09:51,775: Key.backspace
2018-11-13 20:09:51,809: Key.backspace
2018-11-13 20:09:51,841: Key.backspace
2018-11-13 20:09:51,875: Key.backspace
2018-11-13 20:09:51,908: Key.backspace
2018-11-13 20:09:52,591: Key.shift
2018-11-13 20:09:52,715: 'g'
2018-11-13 20:09:52,898: 'r'
2018-11-13 20:09:53,087: 'a'
2018-11-13 20:09:53,202: 'm'
2018-11-13 20:09:53,327: 'm'
2018-11-13 20:09:53,411: 'a'
2018-11-13 20:09:53,498: 'r'
2018-11-13 20:09:53,715: '1'
2018-11-13 20:09:53,795: '7'
2018-11-13 20:09:53,954: Key.enter
2018-11-13 20:10:33,118: Key.alt_l
2018-11-13 20:10:33,142: Key.tab
2018-11-13 20:11:48,554: 'd'
2018-11-13 20:11:49,070: 'a'
2018-11-13 20:11:49,318: 's'
2018-11-13 20:11:49,482: 'd'
2018-11-13 20:11:49,706: 'a'
2018-11-13 20:11:49,926: 's'
2018-11-13 20:11:50,094: 'd'
2018-11-13 20:11:50,230: 'a'
2018-11-13 20:11:50,438: 'd'
2018-11-13 20:11:50,614: 'a'
2018-11-13 20:11:50,778: 'd'
2018-11-13 20:11:50,898: 'a'
2018-11-13 20:11:51,038: 'd'
2018-11-13 20:11:51,166: 'a'
2018-11-13 20:11:51,290: 'd'
2018-11-13 20:11:51,394: 'a'
2018-11-13 20:11:51,514: 'd'
2018-11-13 20:11:51,598: 'a'
2018-11-13 20:11:51,714: 'd'
2018-11-13 20:11:51,822: 'a'
2018-11-13 20:13:04,462: Key.ctrl_l
2018-11-13 20:13:04,726: 'c'
2018-11-13 20:13:08,670: Key.ctrl_l
2018-11-13 20:13:08,710: 'v'
2018-11-13 20:13:09,806: Key.f5
2018-11-13 20:13:10,234: Key.enter
2018-11-13 20:13:11,382: Key.enter
2018-11-13 20:13:14,558: 'a'
2018-11-13 20:13:16,126: 'd'
2018-11-13 20:13:16,534: 'a'
2018-11-13 20:13:16,790: 'd'
2018-11-13 20:13:16,922: 'a'
2018-11-13 20:13:17,086: 'd'
2018-11-13 20:13:33,459: Key.alt_l
2018-11-13 20:13:33,514: Key.tab
2018-11-13 20:13:35,458: Key.alt_l
2018-11-13 20:13:35,538: Key.tab
2018-11-13 20:13:38,790: Key.alt_l
2018-11-13 20:13:38,863: Key.tab
2018-11-13 20:13:39,426: Key.tab
2018-11-13 20:13:55,614: Key.alt_l
2018-11-13 20:13:55,662: Key.tab
2018-11-13 20:13:57,101: Key.alt_l
2018-11-13 20:13:57,137: Key.tab
2018-11-13 20:13:57,462: Key.alt_l
2018-11-13 20:13:57,517: Key.tab
2018-11-13 20:13:58,173: Key.tab
2018-11-13 20:14:07,903: Key.alt_l
2018-11-13 20:14:07,970: Key.tab
2018-11-13 20:16:48,494: Key.alt_l
2018-11-13 20:16:48,525: Key.tab
2018-11-13 20:16:51,230: Key.alt_l
2018-11-13 20:16:51,241: Key.tab
2018-11-13 20:17:02,446: 'd'
2018-11-13 20:17:02,946: 'd'
2018-11-13 20:17:02,979: 'd'
2018-11-13 20:17:03,012: 'd'
2018-11-13 20:17:03,045: 'd'
2018-11-13 20:17:03,078: 'd'
2018-11-13 20:17:03,111: 'd'
2018-11-13 20:17:03,143: 'd'
2018-11-13 20:17:03,176: 'd'
2018-11-13 20:17:24,110: 'x'
2018-11-13 20:17:25,382: 'x'
2018-11-13 20:17:26,682: 'a'
2018-11-13 20:17:27,182: 'a'
2018-11-13 20:17:27,214: 'a'
2018-11-13 20:17:27,248: 'a'
2018-11-13 20:17:27,281: 'a'
2018-11-13 20:17:27,314: 'a'
2018-11-13 20:17:27,347: 'a'
2018-11-13 20:17:28,818: 'd'
2018-11-13 20:17:29,318: 'd'
2018-11-13 20:17:29,351: 'd'
2018-11-13 20:17:29,384: 'd'
2018-11-13 20:17:29,417: 'd'
2018-11-13 20:17:29,450: 'd'
2018-11-13 20:17:29,482: 'd'
2018-11-13 20:17:29,515: 'd'
2018-11-13 20:17:29,548: 'd'
2018-11-13 20:17:29,582: 'd'
2018-11-13 20:17:29,615: 'd'
2018-11-13 20:17:29,648: 'd'
2018-11-13 20:17:29,681: 'd'
2018-11-13 20:17:29,714: 'd'
2018-11-13 20:17:29,747: 'd'
2018-11-13 20:17:29,780: 'd'
2018-11-13 20:17:29,813: 'd'
2018-11-13 20:17:29,846: 'd'
2018-11-13 20:17:29,878: 'd'
2018-11-13 20:17:29,911: 'd'
2018-11-13 20:17:29,945: 'd'
2018-11-13 20:17:29,978: 'd'
2018-11-13 20:17:30,011: 'd'
2018-11-13 20:17:30,044: 'd'
2018-11-13 20:17:30,077: 'd'
2018-11-13 20:17:30,095: 'w'
2018-11-13 20:17:33,678: Key.shift
2018-11-13 20:17:34,466: 'x'
2018-11-13 20:17:34,766: 'a'
2018-11-13 20:17:36,890: 'a'
2018-11-13 20:17:37,950: 'a'
2018-11-13 20:17:38,629: 'a'
2018-11-13 20:17:40,801: 'x'
2018-11-13 20:17:43,278: 'd'
