HAND-WIN%-TOTALWINS-TOTALLOSS-TOTALDRAWS
['1414', 84.81, 7753, 1389, 0]
['1313', 82.46, 7579, 1612, 0]
['1212', 78.72, 7172, 1939, 0]
['1111', 75.7, 6690, 2148, 0]
['1010', 73.84, 6583, 2332, 0]
['0909', 70.91, 6371, 2613, 0]
['0808', 68.4, 6170, 2851, 0]
['1314s', 67.09, 4029, 1976, 0]
['1214s', 66.29, 4019, 2044, 0]
['1114s', 66.2, 4004, 2044, 0]
['1314', 66.01, 11983, 6169, 0]
['1014s', 65.46, 3863, 2038, 0]
['0707', 64.85, 5943, 3221, 0]
['1214', 64.3, 11583, 6430, 0]
['1114', 63.5, 11301, 6496, 0]
['1014', 63.0, 11570, 6795, 0]
['0606', 62.81, 5738, 3397, 0]
['1213s', 62.34, 3786, 2287, 0]
['0814s', 62.25, 3791, 2299, 0]
['0914s', 61.9, 3750, 2308, 0]
['1013s', 61.77, 3686, 2281, 0]
['1113s', 61.66, 3632, 2258, 0]
['1213', 61.65, 11222, 6982, 0]
['0714s', 61.29, 3778, 2386, 0]
['0914', 60.91, 10983, 7049, 0]
['1113', 60.65, 10960, 7112, 0]
['0514s', 60.37, 3809, 2500, 0]
['1012s', 60.19, 3601, 2382, 0]
['0814', 60.14, 10905, 7228, 0]
['0614s', 60.13, 3671, 2434, 0]
['1112s', 59.94, 3586, 2397, 0]
['0414s', 59.34, 3626, 2485, 0]
['0813s', 59.24, 3549, 2442, 0]
['1013', 59.14, 10701, 7392, 0]
['0714', 59.06, 10650, 7384, 0]
['0505', 58.84, 5336, 3733, 0]
['0913s', 58.84, 3477, 2432, 0]
['0214s', 58.7, 3436, 2417, 0]
['0912s', 58.47, 3519, 2499, 0]
['0514', 58.35, 10510, 7501, 0]
['1112', 58.07, 10536, 7607, 0]
['1012', 57.98, 10488, 7601, 0]
['1011s', 57.8, 3534, 2580, 0]
['0614', 57.74, 10572, 7739, 0]
['0713s', 57.71, 3462, 2537, 0]
['0913', 57.7, 10482, 7684, 0]
['0314s', 57.38, 3554, 2640, 0]
['0613s', 57.31, 3482, 2594, 0]
['0314', 56.94, 10271, 7766, 0]
['0414', 56.65, 10169, 7780, 0]
['0812s', 56.64, 3461, 2650, 0]
['0404', 56.22, 5141, 4003, 0]
['0813', 56.01, 10232, 8036, 0]
['0513s', 55.76, 3264, 2590, 0]
['0214', 55.71, 10064, 8000, 0]
